student_id,branch,semester,cgpa,tenth_percentage,twelfth_percentage,backlogs_history,active_backlogs,quantitative_aptitude,logical_reasoning,coding_benchmark,skills_python,skills_java,skills_cpp,skills_dsa,skills_sql,skills_web,skills_cloud,skills_ml,internships,projects_count,certifications_count,hackathons,communication_rating,interview_rating,primary_track,placement_probability,readiness_status,placed
STU-2026-05626,EEE,6,6.26,71.4,69.2,2,1,65.8,60.6,35.4,3.0,4.9,3.5,4.2,0.0,6.6,4.3,8.6,1,6,2,0,10.0,9.1,QA Specialist,35.1,Needs Training,0
STU-2026-05627,ISE,8,8.45,75.8,82.9,0,0,88.4,89.7,72.5,5.8,6.3,6.5,0.0,0.0,10.0,2.6,10.0,1,6,3,1,7.7,8.4,Data Analyst / ML Engineer,13.2,Needs Training,0
STU-2026-05628,CSE,8,7.32,73.2,59.4,2,0,79.6,84.2,67.1,6.7,5.9,6.9,6.0,8.6,10.0,4.4,8.0,1,3,1,0,8.5,7.3,Data Analyst / ML Engineer,95.4,Ready,1
STU-2026-05629,ISE,8,8.16,87.1,71.0,3,3,95.4,73.1,65.6,7.9,5.0,6.6,6.9,0.0,10.0,3.1,9.2,1,4,2,1,6.4,7.9,Core Systems / SDE,32.6,Needs Training,0
STU-2026-05630,CSE,8,7.43,70.9,62.7,1,1,49.5,68.4,70.4,7.2,4.9,6.6,6.7,5.1,10.0,2.3,3.7,1,3,2,2,6.1,6.5,Core Systems / SDE,83.4,Ready,1
STU-2026-05631,EEE,8,7.71,68.3,81.4,2,1,67.8,54.2,65.1,6.4,5.8,5.5,6.1,7.9,10.0,4.8,7.3,0,2,3,0,4.0,3.8,Data Analyst / ML Engineer,60.5,Near-Ready,1
STU-2026-05632,ECE,7,7.3,84.3,66.0,0,0,80.6,70.0,76.9,6.3,5.6,6.8,8.8,0.0,3.6,3.1,9.9,1,4,0,1,10.0,9.7,Core Systems / SDE,99.2,Ready,1
STU-2026-05633,CSE,8,7.65,81.8,78.1,3,3,83.6,67.7,99.0,10.0,7.4,7.8,8.9,9.8,9.4,2.2,7.2,1,3,1,2,7.8,9.5,Core Systems / SDE,93.1,Ready,1
STU-2026-05634,CSE,7,8.5,89.2,95.9,0,0,96.5,90.6,84.9,7.9,7.4,9.0,9.3,0.0,10.0,3.7,8.0,0,1,0,0,8.5,8.3,Core Systems / SDE,97.9,Ready,1
STU-2026-05635,CSE,6,6.01,62.5,65.8,2,1,72.6,83.7,73.2,7.6,4.4,5.9,5.3,7.8,10.0,4.1,6.6,0,1,1,0,8.1,9.3,Data Analyst / ML Engineer,87.5,Ready,1
STU-2026-05636,CSE,7,5.76,64.8,55.3,0,0,64.0,66.0,72.9,7.7,7.2,6.1,6.3,7.8,10.0,5.7,9.8,2,1,3,4,6.6,4.9,Data Analyst / ML Engineer,96.2,Ready,1
STU-2026-05637,ECE,8,7.87,63.9,70.3,0,0,84.6,82.3,65.7,6.5,6.4,6.1,6.6,8.7,4.9,2.1,8.6,1,1,1,2,9.4,9.2,Data Analyst / ML Engineer,99.4,Ready,1
STU-2026-05638,EEE,7,8.98,85.7,82.5,0,0,73.0,67.7,78.2,9.3,7.7,6.7,10.0,10.0,7.4,1.0,9.8,2,1,2,0,8.1,6.1,Data Analyst / ML Engineer,100.0,Ready,1
STU-2026-05639,CSE,8,9.26,96.4,79.8,2,1,90.2,95.8,89.7,8.6,8.9,6.8,0.0,0.0,10.0,3.2,10.0,0,2,1,0,6.4,6.6,Data Analyst / ML Engineer,0.2,Needs Training,0
STU-2026-05640,CSE,6,6.05,55.1,52.6,1,0,53.6,60.7,76.1,7.9,9.9,6.9,0.0,7.5,9.8,2.1,5.4,0,3,1,0,8.5,7.7,Full-Stack Developer,47.9,Needs Training,0
STU-2026-05641,ECE,7,6.96,69.1,62.4,1,1,54.2,62.1,77.8,7.8,7.6,5.2,0.0,7.3,5.7,1.1,7.9,0,1,3,0,7.8,7.2,Data Analyst / ML Engineer,18.6,Needs Training,0
STU-2026-05642,EEE,7,5.77,63.0,62.1,4,3,54.5,64.8,22.1,1.1,0.8,2.2,0.0,7.0,5.6,4.9,7.4,3,4,3,0,5.8,5.8,Data Analyst / ML Engineer,0.1,Needs Training,0
STU-2026-05643,CSE,6,6.79,65.0,63.1,1,1,60.3,45.8,99.0,10.0,8.2,8.5,8.1,6.2,7.0,2.6,9.8,0,4,2,0,7.5,7.3,Core Systems / SDE,91.6,Ready,1
STU-2026-05644,CSE,6,8.64,85.4,80.2,0,0,91.9,62.9,91.9,9.5,9.0,7.7,10.0,0.0,9.6,2.9,7.1,2,2,1,4,5.6,4.7,Core Systems / SDE,98.9,Ready,1
STU-2026-05645,ECE,6,7.39,77.1,74.8,2,2,77.1,99.0,38.9,4.6,3.8,3.5,5.3,9.7,4.1,6.3,4.8,0,4,3,0,5.0,8.6,Data Analyst / ML Engineer,55.8,Needs Training,1
STU-2026-05646,CSE,8,6.99,73.2,73.4,2,2,74.2,60.7,74.2,8.5,7.1,8.4,7.9,9.9,8.6,5.7,7.9,0,2,0,0,6.1,6.4,Core Systems / SDE,79.5,Ready,1
STU-2026-05647,CSE,6,8.0,77.6,63.1,0,0,69.2,82.8,84.8,8.6,6.0,8.5,7.6,9.7,9.5,3.4,3.4,1,3,2,0,3.8,5.5,Core Systems / SDE,99.4,Ready,1
STU-2026-05648,ECE,7,6.53,62.5,52.4,1,1,52.9,84.2,49.8,4.0,2.5,5.7,6.2,6.6,4.6,1.3,5.9,1,4,2,1,7.0,7.1,Core Systems / SDE,88.6,Ready,1
STU-2026-05649,ECE,6,9.15,92.2,83.3,0,0,80.4,79.2,84.8,8.7,8.9,6.1,0.0,10.0,3.9,2.8,8.0,0,3,2,0,4.1,5.0,Data Analyst / ML Engineer,81.3,Ready,1
STU-2026-05650,ECE,7,7.41,77.0,63.9,1,1,99.0,82.1,47.5,4.1,5.7,4.1,4.1,10.0,2.4,2.2,10.0,1,2,1,0,5.5,5.4,Data Analyst / ML Engineer,82.3,Ready,1
STU-2026-05651,ECE,7,6.96,72.9,74.0,2,1,97.3,62.1,47.2,6.5,5.1,3.5,4.3,10.0,1.0,2.3,10.0,0,3,0,3,6.2,6.3,Data Analyst / ML Engineer,60.3,Near-Ready,1
STU-2026-05652,ECE,7,8.05,81.1,73.7,0,0,73.1,81.7,90.5,8.8,8.7,10.0,9.2,10.0,6.6,2.3,9.1,0,1,1,1,7.8,7.3,Core Systems / SDE,99.8,Ready,1
STU-2026-05653,CSE,7,8.43,85.7,92.7,0,0,92.1,88.4,67.9,5.3,5.4,7.2,6.5,10.0,8.4,4.9,6.4,2,2,0,0,6.7,6.6,Core Systems / SDE,99.5,Ready,1
STU-2026-05654,ISE,7,9.16,95.1,82.7,1,0,75.1,96.5,95.6,10.0,7.8,8.9,10.0,10.0,9.8,3.1,7.9,0,3,1,0,6.2,7.8,Core Systems / SDE,99.9,Ready,1
STU-2026-05655,CSE,7,7.17,74.8,71.9,2,1,72.9,61.3,77.2,7.1,7.2,6.4,8.0,8.4,10.0,3.1,9.1,1,1,1,0,4.5,6.0,Core Systems / SDE,87.0,Ready,1
STU-2026-05656,CSE,8,8.59,85.6,76.8,0,0,82.0,80.4,79.6,7.7,7.4,7.6,7.3,0.0,9.7,3.2,10.0,1,5,1,3,6.5,7.9,Core Systems / SDE,99.1,Ready,1
STU-2026-05657,ECE,6,7.51,72.7,76.0,0,0,98.2,80.2,55.3,6.1,4.2,5.6,6.1,10.0,3.1,7.8,9.6,0,3,3,0,8.1,9.3,Data Analyst / ML Engineer,99.6,Ready,1
STU-2026-05658,Mech,7,6.73,77.5,69.7,2,2,71.0,91.5,66.7,6.4,6.7,7.2,7.1,9.2,6.9,6.1,7.2,0,3,2,4,5.6,8.0,Core Systems / SDE,72.9,Near-Ready,1
STU-2026-05659,Civil,7,6.55,60.9,70.9,2,2,50.2,85.7,74.9,7.4,5.8,6.0,7.9,5.9,5.6,2.3,9.0,0,5,0,1,3.3,5.5,Core Systems / SDE,51.9,Needs Training,1
STU-2026-05660,ECE,6,6.19,63.4,60.8,2,0,72.5,76.6,86.3,8.3,8.0,10.0,9.2,9.5,5.4,4.3,8.4,0,1,2,0,7.1,7.9,Core Systems / SDE,98.7,Ready,1
STU-2026-05661,CSE,7,6.58,64.9,73.9,3,1,92.3,53.2,82.4,7.2,6.8,8.1,0.0,0.0,10.0,4.8,8.6,0,5,1,0,10.0,6.9,Data Analyst / ML Engineer,0.1,Needs Training,0
STU-2026-05662,CSE,7,8.63,74.4,83.8,0,0,89.8,77.3,96.4,10.0,9.9,8.7,7.9,10.0,10.0,3.4,8.4,2,1,4,0,6.8,8.0,Core Systems / SDE,99.9,Ready,1
STU-2026-05663,EEE,7,8.18,83.6,73.6,0,0,63.4,77.8,87.9,8.3,10.0,7.4,9.3,0.0,0.3,2.5,8.3,0,3,0,2,8.0,8.0,Core Systems / SDE,98.2,Ready,1
STU-2026-05664,ECE,7,6.03,62.1,56.0,3,2,54.0,75.9,20.6,3.3,1.3,4.9,2.1,6.3,4.3,3.2,6.6,0,4,5,1,10.0,8.4,Data Analyst / ML Engineer,0.3,Needs Training,0
STU-2026-05665,ECE,8,5.48,58.8,61.0,3,2,70.0,52.9,48.6,2.7,4.0,5.6,0.0,8.6,6.9,2.8,7.1,1,2,0,0,8.6,7.3,Data Analyst / ML Engineer,0.2,Needs Training,0
STU-2026-05666,EEE,8,6.18,63.4,70.5,3,1,72.6,71.0,55.4,7.1,7.9,5.6,0.0,10.0,5.1,3.0,9.6,1,3,3,0,7.5,8.0,Data Analyst / ML Engineer,35.2,Needs Training,0
STU-2026-05667,ECE,8,6.55,72.2,56.8,0,0,89.1,59.6,63.7,8.6,5.6,5.2,7.1,10.0,3.8,3.9,10.0,0,3,0,1,8.7,8.6,Data Analyst / ML Engineer,96.8,Ready,1
STU-2026-05668,EEE,7,7.07,77.4,74.2,1,0,54.5,87.9,49.7,4.7,3.8,5.8,5.1,5.3,8.8,3.1,8.2,0,3,1,1,7.1,7.9,Data Analyst / ML Engineer,74.6,Near-Ready,1
STU-2026-05669,CSE,7,8.69,79.3,71.9,0,0,95.3,97.0,97.7,9.7,8.4,9.7,8.3,0.0,10.0,3.1,9.6,0,2,3,2,7.0,7.6,Core Systems / SDE,99.3,Ready,1
STU-2026-05670,ECE,7,6.8,80.4,62.4,2,1,56.8,64.7,36.3,5.0,2.6,1.4,4.2,7.9,4.4,1.0,5.0,1,4,5,2,10.0,8.1,Data Analyst / ML Engineer,80.7,Ready,1
STU-2026-05671,Mech,6,9.25,89.2,90.3,0,0,75.3,99.0,81.5,9.4,9.2,6.9,10.0,8.3,4.3,4.3,8.5,1,4,2,0,9.3,9.2,Core Systems / SDE,100.0,Ready,1
STU-2026-05672,CSE,7,5.55,62.7,50.6,2,0,59.3,73.0,48.9,7.1,4.1,7.4,6.2,6.3,10.0,1.2,5.3,0,0,1,0,5.4,5.4,Core Systems / SDE,25.8,Needs Training,0
STU-2026-05673,ECE,7,7.02,72.7,78.8,2,1,56.5,78.7,63.6,5.3,6.3,6.6,8.6,5.8,7.5,7.1,5.9,1,2,2,2,8.3,7.2,Core Systems / SDE,90.4,Ready,1
STU-2026-05674,CSE,7,8.26,82.9,83.0,0,0,63.5,99.0,78.0,7.9,8.0,9.1,8.0,0.0,10.0,3.7,9.3,2,3,1,3,7.6,8.3,Core Systems / SDE,99.2,Ready,1
STU-2026-05675,Civil,8,8.33,86.2,71.1,0,0,88.0,77.2,55.6,2.8,4.0,5.9,6.2,10.0,8.6,5.7,10.0,0,2,0,0,5.1,5.0,Data Analyst / ML Engineer,95.0,Ready,1
STU-2026-05676,CSE,6,7.03,79.7,73.2,2,0,76.1,64.9,63.1,7.9,5.2,7.2,0.0,8.3,9.3,5.5,10.0,1,2,0,0,7.3,7.8,Data Analyst / ML Engineer,44.1,Needs Training,0
STU-2026-05677,ECE,7,8.5,88.9,71.5,1,1,96.4,99.0,93.1,6.8,8.5,8.2,0.0,0.0,6.8,3.0,10.0,1,2,0,0,7.4,8.3,Data Analyst / ML Engineer,0.2,Needs Training,0
STU-2026-05678,CSE,6,8.29,81.0,79.0,0,0,82.3,86.8,93.3,10.0,7.1,8.1,9.5,8.8,10.0,4.5,10.0,1,0,1,0,6.7,9.3,Core Systems / SDE,99.8,Ready,1
STU-2026-05679,ECE,7,6.65,68.0,71.7,2,0,73.0,56.3,68.8,9.2,7.1,5.4,8.3,9.4,4.5,4.8,10.0,0,3,0,1,8.0,7.8,Data Analyst / ML Engineer,97.3,Ready,1
STU-2026-05680,CSE,6,7.75,74.5,79.5,0,0,87.1,96.4,84.2,10.0,9.2,9.3,7.1,9.2,10.0,5.3,10.0,0,2,1,0,8.1,7.2,Data Analyst / ML Engineer,98.2,Ready,1
STU-2026-05681,CSE,7,8.17,85.8,77.4,0,0,97.0,65.1,80.9,8.8,4.3,3.2,7.8,0.0,10.0,3.3,10.0,2,3,1,0,6.3,5.5,Core Systems / SDE,97.4,Ready,1
STU-2026-05682,ISE,7,6.73,72.7,63.8,1,0,83.8,82.2,65.2,7.5,5.9,7.1,5.2,8.2,10.0,5.5,10.0,2,4,1,1,4.5,5.4,Data Analyst / ML Engineer,96.0,Ready,1
STU-2026-05683,Mech,7,9.26,88.7,78.9,0,0,88.5,99.0,80.3,6.1,7.1,6.8,0.0,10.0,7.7,5.2,9.6,0,6,1,0,5.9,5.6,Data Analyst / ML Engineer,92.8,Ready,1
STU-2026-05684,CSE,7,6.48,75.0,65.4,2,0,66.1,73.7,80.0,9.3,10.0,7.1,7.3,8.5,10.0,1.9,9.4,1,1,0,2,5.9,6.0,Data Analyst / ML Engineer,97.9,Ready,1
STU-2026-05685,CSE,7,7.56,82.7,78.6,1,1,65.0,93.1,92.9,8.0,8.7,8.0,7.3,0.0,10.0,4.5,5.0,2,4,3,2,7.4,7.4,Core Systems / SDE,96.9,Ready,1
STU-2026-05686,EEE,7,6.03,74.2,74.9,2,2,72.7,58.7,33.8,4.0,4.8,4.6,1.1,8.5,4.7,0.5,6.8,2,3,3,3,7.5,9.3,Data Analyst / ML Engineer,1.4,Needs Training,0
STU-2026-05687,ISE,7,7.51,71.1,69.4,2,2,82.7,84.3,75.7,7.4,6.1,7.9,7.0,10.0,10.0,5.0,10.0,2,4,1,2,7.4,7.2,Data Analyst / ML Engineer,96.8,Ready,1
STU-2026-05688,Mech,7,6.23,64.3,68.0,2,1,74.9,76.9,50.7,3.8,5.6,5.5,0.0,8.5,4.9,6.9,6.7,2,2,1,2,8.0,6.6,Data Analyst / ML Engineer,2.2,Needs Training,0
STU-2026-05689,CSE,8,7.08,71.0,74.4,2,1,65.6,86.5,75.6,6.8,6.5,6.5,6.8,10.0,10.0,5.8,6.0,1,1,1,0,8.5,8.6,Full-Stack Developer,93.0,Ready,1
STU-2026-05690,ECE,7,5.65,75.7,54.0,2,2,79.1,57.7,53.5,5.2,5.4,4.8,4.9,7.8,4.1,6.6,10.0,0,0,2,1,6.2,5.8,Data Analyst / ML Engineer,6.4,Needs Training,0
STU-2026-05691,CSE,7,8.28,82.4,83.9,0,0,59.5,76.7,80.0,7.5,7.6,8.2,0.0,0.0,10.0,4.8,6.7,1,3,1,1,4.4,6.7,Full-Stack Developer,3.0,Needs Training,0
STU-2026-05692,CSE,8,7.79,85.8,69.2,1,0,99.0,55.3,91.2,9.7,8.5,8.8,10.0,10.0,9.3,2.1,10.0,1,2,2,0,7.6,8.5,Core Systems / SDE,99.9,Ready,1
STU-2026-05693,ECE,8,8.6,91.3,83.3,0,0,77.1,70.0,80.4,7.9,9.3,6.6,6.2,8.7,4.5,3.5,10.0,1,3,0,0,7.2,7.6,Data Analyst / ML Engineer,99.3,Ready,1
STU-2026-05694,ECE,8,7.02,71.1,67.1,2,1,75.4,79.5,51.3,4.8,6.4,4.6,4.9,8.1,7.3,4.7,8.2,0,1,3,0,9.1,8.5,Data Analyst / ML Engineer,79.5,Ready,1
STU-2026-05695,EEE,7,8.65,85.8,85.0,0,0,99.0,99.0,92.5,10.0,7.4,8.1,9.4,10.0,3.4,5.4,10.0,2,1,3,2,7.7,8.1,Core Systems / SDE,100.0,Ready,1
STU-2026-05696,CSE,7,7.44,78.4,75.7,2,2,71.9,82.5,78.2,6.0,8.2,7.9,8.8,10.0,10.0,0.0,9.8,1,1,2,3,6.7,7.3,Core Systems / SDE,94.8,Ready,1
STU-2026-05697,ISE,7,7.52,83.5,69.0,0,0,71.3,78.3,99.0,9.1,10.0,8.2,8.6,10.0,10.0,2.9,7.9,1,3,2,3,6.3,7.4,Core Systems / SDE,99.9,Ready,1
STU-2026-05698,ISE,7,9.73,93.6,90.7,0,0,75.3,99.0,85.2,10.0,7.6,8.0,0.0,9.3,9.7,3.0,10.0,0,2,2,1,4.5,7.0,Data Analyst / ML Engineer,89.6,Ready,1
STU-2026-05699,Civil,8,6.87,67.3,66.4,2,2,64.6,66.1,68.1,6.7,6.1,3.8,6.2,0.0,6.6,2.8,5.4,0,4,1,2,7.7,7.0,Core Systems / SDE,11.3,Needs Training,0
STU-2026-05700,CSE,7,8.75,92.0,75.1,0,0,63.6,92.0,95.3,10.0,10.0,10.0,9.8,9.6,10.0,6.4,9.7,2,1,0,0,7.4,9.5,Core Systems / SDE,100.0,Ready,1
STU-2026-05701,CSE,8,7.93,72.5,73.4,1,1,78.0,70.3,73.2,7.0,6.5,8.9,8.6,10.0,10.0,2.0,7.6,0,2,0,0,7.5,8.0,Core Systems / SDE,97.7,Ready,1
STU-2026-05702,ISE,7,6.77,71.1,62.5,2,0,61.4,52.2,62.6,4.9,5.9,6.4,6.0,6.5,10.0,3.9,7.6,1,5,5,1,9.0,7.3,Core Systems / SDE,98.5,Ready,1
STU-2026-05703,ECE,7,5.95,69.0,51.9,2,1,70.5,70.6,50.5,5.0,3.2,5.4,0.0,9.3,8.8,5.7,9.0,1,4,1,1,6.2,5.8,Data Analyst / ML Engineer,0.5,Needs Training,0
STU-2026-05704,CSE,8,6.26,67.8,56.7,3,2,63.4,56.0,76.9,8.3,8.3,6.8,7.8,0.0,6.7,2.9,7.1,1,2,4,1,6.7,4.6,Core Systems / SDE,19.0,Needs Training,0
STU-2026-05705,Mech,7,8.64,82.1,80.1,0,0,73.9,75.2,47.8,5.3,5.0,2.5,0.0,10.0,7.0,6.5,9.9,1,4,0,2,6.5,7.0,Data Analyst / ML Engineer,24.7,Needs Training,0
STU-2026-05706,CSE,8,9.31,85.1,87.7,1,0,79.0,85.5,90.4,10.0,8.8,8.4,9.3,10.0,10.0,1.8,10.0,0,1,1,2,7.1,7.4,Core Systems / SDE,99.8,Ready,1
STU-2026-05707,Mech,7,7.5,82.9,63.8,1,1,69.6,99.0,99.0,9.5,9.7,8.4,0.0,9.5,7.6,3.6,10.0,2,1,2,4,7.3,8.2,Data Analyst / ML Engineer,90.1,Ready,1
STU-2026-05708,CSE,7,7.56,75.2,81.4,0,0,67.9,83.6,55.0,6.2,4.2,6.6,7.5,8.4,10.0,4.4,8.6,0,1,1,1,6.1,6.2,Data Analyst / ML Engineer,93.9,Ready,1
STU-2026-05709,ECE,7,8.25,76.8,83.0,0,0,82.9,89.9,63.0,7.8,8.0,5.0,0.0,9.1,4.7,2.4,10.0,1,0,2,1,8.4,9.6,Data Analyst / ML Engineer,95.0,Ready,1
STU-2026-05710,Mech,8,7.48,82.4,71.7,0,0,81.4,67.9,84.7,6.2,8.2,9.4,9.4,9.3,5.4,3.8,9.0,1,0,2,2,7.6,6.8,Core Systems / SDE,99.7,Ready,1
STU-2026-05711,CSE,7,8.61,90.0,73.1,0,0,81.8,97.3,71.7,7.9,4.7,6.1,6.9,10.0,10.0,3.1,10.0,0,3,1,1,7.8,8.6,Data Analyst / ML Engineer,98.9,Ready,1
STU-2026-05712,Civil,7,7.72,71.3,72.8,0,0,76.5,85.0,76.1,8.4,6.8,7.6,8.3,9.0,5.9,4.2,6.7,0,2,1,1,8.1,7.3,Core Systems / SDE,99.3,Ready,1
STU-2026-05713,ISE,7,7.55,91.3,71.0,0,0,75.7,97.2,88.9,9.1,6.5,4.9,9.2,9.2,10.0,5.0,10.0,1,5,0,0,6.5,7.8,Data Analyst / ML Engineer,99.7,Ready,1
STU-2026-05714,Mech,7,6.63,65.1,57.8,2,2,66.6,64.6,48.4,4.0,4.3,4.5,4.6,7.9,1.5,2.4,8.8,3,2,2,0,6.2,7.6,Data Analyst / ML Engineer,54.8,Needs Training,1
STU-2026-05715,ECE,6,6.36,70.8,55.0,1,0,98.6,70.5,67.1,7.5,7.8,4.9,5.2,10.0,5.4,0.0,10.0,2,3,2,0,5.8,6.5,Data Analyst / ML Engineer,98.9,Ready,1
STU-2026-05716,CSE,7,5.0,66.4,57.4,1,1,47.2,83.0,40.4,0.5,4.6,4.2,4.0,6.3,8.2,1.0,7.4,0,0,1,0,6.1,8.8,Full-Stack Developer,16.4,Needs Training,0
STU-2026-05717,CSE,6,8.76,91.8,80.5,0,0,99.0,95.5,99.0,7.5,8.8,10.0,0.0,10.0,7.5,2.3,8.7,1,6,1,0,7.0,7.3,Data Analyst / ML Engineer,98.6,Ready,1
STU-2026-05718,CSE,7,7.24,75.1,76.6,1,0,79.6,73.3,80.3,7.6,6.9,8.1,8.5,9.8,10.0,1.6,8.6,1,0,2,1,5.3,5.3,Core Systems / SDE,99.1,Ready,1
STU-2026-05719,CSE,8,6.96,62.6,68.0,3,2,73.6,98.8,85.4,10.0,8.0,8.6,9.4,0.0,10.0,3.5,10.0,0,3,2,0,7.4,7.6,Core Systems / SDE,48.2,Needs Training,0
STU-2026-05720,CSE,7,5.25,68.9,59.3,3,0,56.5,51.1,48.5,3.4,3.7,0.5,4.9,5.0,10.0,4.9,7.6,1,2,1,0,6.1,6.7,Full-Stack Developer,29.9,Needs Training,0
STU-2026-05721,CSE,8,6.7,74.1,70.9,3,3,55.5,95.4,81.1,8.7,7.9,7.8,0.0,5.8,9.3,2.9,5.7,0,3,1,0,9.3,8.4,Full-Stack Developer,7.6,Needs Training,0
STU-2026-05722,ISE,7,6.55,59.2,68.0,3,2,67.4,80.9,41.5,4.3,5.1,2.3,0.0,0.0,10.0,6.9,7.6,0,2,2,0,5.3,6.7,Full-Stack Developer,0.0,Needs Training,0
STU-2026-05723,EEE,8,6.53,76.7,72.8,0,0,68.8,70.9,78.1,8.0,7.0,8.4,0.0,0.0,3.6,3.8,2.5,1,0,1,1,5.8,6.4,Core Systems / SDE,2.1,Needs Training,0
STU-2026-05724,CSE,7,7.77,78.4,75.4,1,1,97.1,71.8,67.7,6.1,6.1,6.2,5.8,10.0,9.9,3.2,10.0,2,2,1,3,8.7,7.2,Data Analyst / ML Engineer,99.3,Ready,1
STU-2026-05725,CSE,6,7.53,74.4,62.3,1,1,77.7,86.7,93.9,10.0,10.0,8.3,8.8,8.7,10.0,2.4,10.0,0,5,0,0,5.1,6.5,Core Systems / SDE,98.0,Ready,1
STU-2026-05726,ECE,8,5.9,58.7,50.1,3,0,88.4,67.9,68.4,8.1,8.8,7.8,6.1,10.0,4.5,3.8,6.8,3,3,4,1,9.2,9.1,Data Analyst / ML Engineer,99.7,Ready,1
STU-2026-05727,CSE,7,5.97,63.8,55.4,2,2,55.1,45.3,58.4,4.7,6.4,7.9,5.9,0.0,10.0,6.9,8.2,0,3,2,4,6.8,6.1,Core Systems / SDE,3.1,Needs Training,0
STU-2026-05728,CSE,7,5.97,67.6,65.2,3,1,87.4,66.4,51.9,8.6,4.5,5.8,5.5,10.0,10.0,3.6,8.7,1,4,2,0,8.2,8.0,Data Analyst / ML Engineer,85.7,Ready,1
STU-2026-05729,CSE,8,9.39,88.9,85.2,0,0,75.5,99.0,86.2,6.6,7.2,7.0,8.2,0.0,10.0,5.9,6.6,0,4,1,0,6.3,6.8,Core Systems / SDE,98.7,Ready,1
STU-2026-05730,Mech,7,9.04,89.6,86.6,0,0,82.2,99.0,87.6,8.7,9.0,7.9,0.0,9.9,0.7,4.8,10.0,2,6,0,1,7.4,8.6,Data Analyst / ML Engineer,99.2,Ready,1
STU-2026-05731,EEE,8,6.46,87.2,67.7,4,0,63.9,68.4,72.5,7.2,7.2,7.1,6.5,8.0,7.0,5.4,8.8,2,0,0,0,7.1,7.7,Data Analyst / ML Engineer,92.3,Ready,1
STU-2026-05732,ISE,7,5.23,59.3,55.0,2,1,55.8,83.2,84.4,8.2,7.0,8.0,9.0,7.0,9.4,1.4,6.8,0,1,2,0,8.0,7.6,Core Systems / SDE,90.6,Ready,1
STU-2026-05733,ECE,7,7.54,81.9,56.8,1,0,41.7,88.2,82.5,9.4,7.5,7.3,8.0,6.2,5.4,3.5,2.6,1,2,3,0,7.1,8.2,Core Systems / SDE,99.0,Ready,1
STU-2026-05734,ISE,7,7.45,69.6,63.8,0,0,72.6,72.9,82.3,7.0,9.1,6.3,8.9,7.6,10.0,7.9,10.0,1,4,1,3,9.2,9.1,Core Systems / SDE,99.7,Ready,1
STU-2026-05735,ECE,7,7.75,69.7,86.9,1,1,78.9,78.9,50.9,5.5,5.7,5.7,0.0,0.0,6.8,0.8,9.3,0,0,3,0,6.1,7.4,Data Analyst / ML Engineer,0.4,Needs Training,0
STU-2026-05736,ECE,7,8.22,90.6,80.6,0,0,68.9,87.2,85.4,7.6,6.9,10.0,8.8,9.3,1.3,3.1,3.8,1,1,1,0,4.8,6.7,Core Systems / SDE,99.6,Ready,1
STU-2026-05737,ECE,7,7.9,86.2,56.9,2,0,78.5,95.6,64.6,8.7,6.5,6.3,6.9,10.0,3.9,4.3,5.3,1,5,2,3,8.6,8.6,Data Analyst / ML Engineer,99.7,Ready,1
STU-2026-05738,CSE,6,6.17,74.7,62.1,3,1,76.2,81.2,56.8,7.1,6.4,7.9,5.0,10.0,8.3,0.0,9.1,1,6,0,2,7.0,8.2,Data Analyst / ML Engineer,88.4,Ready,1
STU-2026-05739,CSE,7,7.72,77.2,87.0,0,0,75.5,67.7,82.7,7.5,7.3,6.3,7.1,0.0,10.0,2.8,9.2,0,1,2,2,6.1,5.1,Core Systems / SDE,80.3,Ready,1
STU-2026-05740,ISE,7,8.34,90.4,81.3,0,0,74.8,83.6,79.7,9.0,7.1,7.5,8.1,7.9,9.0,5.4,7.7,0,4,1,1,3.8,4.7,Core Systems / SDE,98.8,Ready,1
STU-2026-05741,Mech,8,6.6,55.0,65.5,3,1,65.1,76.9,50.2,4.5,4.4,4.3,0.0,7.4,4.5,7.5,9.6,0,5,1,0,8.4,7.8,Data Analyst / ML Engineer,0.8,Needs Training,0
STU-2026-05742,ECE,7,7.73,81.0,61.6,0,0,90.7,64.7,91.5,9.9,9.4,9.9,10.0,10.0,6.0,5.0,6.7,0,0,2,0,8.1,7.3,Core Systems / SDE,99.8,Ready,1
STU-2026-05743,EEE,7,6.79,75.9,64.8,0,0,51.7,82.7,61.1,7.5,6.0,6.9,7.1,7.9,5.2,3.4,5.4,0,0,1,0,5.0,6.9,Core Systems / SDE,86.1,Ready,1
STU-2026-05744,Civil,8,9.6,89.4,78.2,1,1,81.8,99.0,91.3,7.9,9.0,7.3,10.0,10.0,3.6,1.4,8.9,2,2,1,0,9.1,9.1,Core Systems / SDE,99.9,Ready,1
STU-2026-05745,CSE,7,5.94,68.8,51.2,3,3,74.1,69.8,59.9,8.4,5.3,4.8,6.4,8.5,10.0,5.4,9.1,0,2,2,4,5.4,6.4,Data Analyst / ML Engineer,7.7,Needs Training,0
STU-2026-05746,ECE,8,8.67,84.6,71.9,0,0,90.8,71.0,93.2,9.7,9.6,9.1,0.0,10.0,5.5,5.6,6.7,0,2,2,1,4.5,3.7,Data Analyst / ML Engineer,82.5,Ready,1
